"stars","name","available","bedType","currency","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","features/30","features/31","features/32","features/33","features/34","features/35","features/36","features/37","features/38","features/39","features/40","features/41","features/42","features/43","features/45","features/46","persons","price","roomType","features/44","features/47","features/48","features/49","features/50","features/51","features/52","features/53","features/55","features/54","features/56"
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"1","401","Suite",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"3","301","Premium Double or Twin Room XL with extra bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"3","334","Premium Double or Twin Room XL with extra bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"3","371","Premium Double or Twin Room XL with extra bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","269 feet²","City view","Inner courtyard view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,"3","404","Premium Double or Twin Room XL with extra bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"3","370","Suite with Extra Bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"3","413","Suite with Extra Bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"3","440","Suite with Extra Bed",,,,,,,,,,,
"5","NH Collection Barcelona Gran Hotel Calderon","true","Choose your bed (if available) 1 extra-large double bed and 1 sofa bed 2 single beds and 1 sofa bed","US$","431 feet²","City view","Air conditioning","Ensuite bathroom","Flat-screen TV","Coffee machine","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Bidet","Toilet","Sofa","Bath or shower","Hardwood or parquet floors","Towels","Linen","Socket near the bed","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Satellite channels","Tea/Coffee maker","Iron","Radio","Interconnected room(s) available","Heating","Hairdryer","Wake up service/Alarm clock","Electric kettle","Cable channels","Laptop safe","Wardrobe or closet","Upper floors accessible by elevator","Clothes rack","Sofa bed","Single-room air conditioning for guest accommodation","Hand sanitiser","More",,,,"3","483","Suite with Extra Bed",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","1 large double bed","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,"2","528","Classic Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","1 large double bed","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,"2","583","Classic Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","1 large double bed","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation",,,,,,,,,"1","556","Classic Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,"2","608","Deluxe Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,"2","663","Deluxe Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,"3","714","Deluxe Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,"3","796","Deluxe Double Room",,,,,,,,,,,
"5","Hotel El Palace Barcelona","true","Choose your bed (if available) 1 extra-large double bed 2 single beds","US$","Room","377 feet²","City view","Rooftop pool","Air conditioning","Ensuite bathroom","Flat-screen TV","Soundproofing","Minibar","Free WiFi","Free toiletries","Bathrobe","Safety deposit box","Toilet","Fireplace","Bath or shower","Towels","Socket near the bed","Hypoallergenic","Desk","Seating Area","TV","Slippers","Telephone","Ironing facilities","Tea/Coffee maker","Interconnected room(s) available","Heating","Hairdryer","Carpeted","Electric kettle","Wake-up service","Tumble dryer","Wardrobe or closet","Upper floors accessible by elevator","Toilet paper","Hand sanitiser","Single-room air conditioning for guest accommodation","More",,,,,,,,"1","635","Deluxe Double Room",,,,,,,,,,,
